Street,Street condition score,Group,Ward
HAMMERTON CLOSE,65.63,Poor (<75),Westfield Ward
HAWKSHEAD CLOSE,34.22,Poor (<75),Westfield Ward
HERMAN WALK,84.04,Fair (75-89),Westfield Ward
HESSAY PLACE,52.23,Poor (<75),Westfield Ward
HINTON AVENUE,83.00,Fair (75-89),Westfield Ward
HOB STONE COURT,94.72,Good (90-94),Westfield Ward
HOTHAM AVENUE,45.86,Poor (<75),Westfield Ward
HOUNDSWAY,80.59,Fair (75-89),Westfield Ward
HOWE STREET,17.34,Poor (<75),Westfield Ward
HUNTSMANS WALK,83.49,Fair (75-89),Westfield Ward
INVICTA COURT,85.32,Fair (75-89),Westfield Ward
KEMPTON CLOSE,43.25,Poor (<75),Westfield Ward
KINGSTHORPE,45.69,Poor (<75),Westfield Ward
KINGSWAY WEST,45.75,Poor (<75),Westfield Ward
KINGSWOOD GROVE,1.26,Poor (<75),Westfield Ward
KIR CRESCENT,4.75,Poor (<75),Westfield Ward
KITEMERE PLACE,75.47,Fair (75-89),Westfield Ward
LINK ROAD,82.72,Fair (75-89),Westfield Ward
LINNET WAY,17.31,Poor (<75),Westfield Ward
LOWFIELDS DRIVE,23.37,Poor (<75),Westfield Ward
LOWN HILL,66.29,Poor (<75),Westfield Ward
LYDHAM COURT,66.07,Poor (<75),Westfield Ward
MAPLEWOOD PADDOCK,65.05,Poor (<75),Westfield Ward
MARSTON AVENUE,76.79,Fair (75-89),Westfield Ward
MARSTON CRESCENT,25.45,Poor (<75),Westfield Ward
MIDDLETON ROAD,66.76,Poor (<75),Westfield Ward
MILNER STREET,64.11,Poor (<75),Westfield Ward
MOORGATE,46.10,Poor (<75),Westfield Ward
MORRELL COURT,38.44,Poor (<75),Westfield Ward
NEWBURY AVENUE,42.72,Poor (<75),Westfield Ward
OLDMAN COURT,57.39,Poor (<75),Westfield Ward
OSPREY CLOSE,77.37,Fair (75-89),Westfield Ward
OTTERWOOD BANK,74.87,Poor (<75),Westfield Ward
OTTERWOOD LANE,95.00,Good (90-94),Westfield Ward
PARKER AVENUE,54.29,Poor (<75),Westfield Ward
PHEASANT DRIVE,77.65,Fair (75-89),Westfield Ward
QUEENSWOOD GROVE,62.83,Poor (<75),Westfield Ward
RAYNARD COURT,64.97,Poor (<75),Westfield Ward
REDCOAT WAY,84.99,Fair (75-89),Westfield Ward
RIDGEWAY,67.29,Poor (<75),Westfield Ward
ROBINSON DRIVE,12.04,Poor (<75),Westfield Ward
ROGERS COURT,42.18,Poor (<75),Westfield Ward
ROGERS COURT,34.62,Poor (<75),Westfield Ward
RYLATT PLACE,10.82,Poor (<75),Westfield Ward
SALMOND ROAD,98.10,Excellent (95-100),Westfield Ward
SANDOWN CLOSE,50.46,Poor (<75),Westfield Ward
SCHOOL STREET,45.54,Poor (<75),Westfield Ward
SEVERUS STREET,89.27,Fair (75-89),Westfield Ward
SLESSOR ROAD,80.37,Fair (75-89),Westfield Ward
SPINDLE CLOSE,47.50,Poor (<75),Westfield Ward
SPURR COURT,21.67,Poor (<75),Westfield Ward
ST STEPHENS MEWS,92.88,Good (90-94),Westfield Ward
ST STEPHENS ROAD,59.87,Poor (<75),Westfield Ward
ST STEPHENS SQUARE,53.21,Poor (<75),Westfield Ward
STIRRUP CLOSE,78.91,Fair (75-89),Westfield Ward
STUART ROAD,28.87,Poor (<75),Westfield Ward
TEAL DRIVE,74.72,Poor (<75),Westfield Ward
TEDDER ROAD,75.50,Fair (75-89),Westfield Ward
TENNENT ROAD,85.58,Fair (75-89),Westfield Ward
THANET ROAD,75.18,Fair (75-89),Westfield Ward
THE GALLOPS,61.08,Poor (<75),Westfield Ward
THE GREEN,71.40,Poor (<75),Westfield Ward
THE KNOLL,61.55,Poor (<75),Westfield Ward
THE REEVES,27.51,Poor (<75),Westfield Ward
THE WANDLE,53.49,Poor (<75),Westfield Ward
THORESBY ROAD,54.20,Poor (<75),Westfield Ward
THORNWOOD COVERT,96.39,Excellent (95-100),Westfield Ward
TITHE CLOSE,47.04,Poor (<75),Westfield Ward
TUDOR ROAD,58.33,Poor (<75),Westfield Ward
VESPER DRIVE,78.05,Fair (75-89),Westfield Ward
VINCENT WAY,54.76,Poor (<75),Westfield Ward
WALKER DRIVE,73.11,Poor (<75),Westfield Ward
WALTON PLACE,10.33,Poor (<75),Westfield Ward
WENHAM ROAD,63.82,Poor (<75),Westfield Ward
WESTFIELD PLACE,33.17,Poor (<75),Westfield Ward
WETHERBY ROAD,93.29,Good (90-94),Westfield Ward
WILLOUGHBY WAY,74.81,Poor (<75),Westfield Ward
WINDSOR GARTH,33.32,Poor (<75),Westfield Ward
WOODFORD PLACE,57.43,Poor (<75),Westfield Ward
YORK ROAD,98.23,Excellent (95-100),Westfield Ward
ALVIN WALK,95.74,Excellent (95-100),Wheldrake Ward
BACK LANE SOUTH,65.54,Poor (<75),Wheldrake Ward
BECK CLOSE,68.27,Poor (<75),Wheldrake Ward
BECKSIDE,74.79,Poor (<75),Wheldrake Ward
BEECH CLOSE,56.83,Poor (<75),Wheldrake Ward
BELVOIR AVENUE,95.91,Excellent (95-100),Wheldrake Ward
BENJY LANE,21.23,Poor (<75),Wheldrake Ward
BLAKE COURT,90.77,Good (90-94),Wheldrake Ward
BLUE SLATES CLOSE,90.72,Good (90-94),Wheldrake Ward
BRAITHEGAYTE,98.01,Excellent (95-100),Wheldrake Ward
BROAD HIGHWAY,47.36,Poor (<75),Wheldrake Ward
BROADLANDS,58.04,Poor (<75),Wheldrake Ward
CHURCH CLOSE,79.21,Fair (75-89),Wheldrake Ward
CHURCH GREEN,90.03,Good (90-94),Wheldrake Ward
CHURCH LANE,23.35,Poor (<75),Wheldrake Ward
CHURCH LANE,73.44,Poor (<75),Wheldrake Ward
CHURCH LANE TO THE PARK,79.11,Fair (75-89),Wheldrake Ward
COURTNEYS,76.13,Fair (75-89),Wheldrake Ward
CROCKEY HILL ROAD,84.20,Fair (75-89),Wheldrake Ward
DALTON HILL,88.04,Fair (75-89),Wheldrake Ward
DAUBY LANE,75.80,Fair (75-89),Wheldrake Ward
DEIGHTON TO CROCKEY HILL,97.97,Excellent (95-100),Wheldrake Ward
DERWENT CLOSE,98.45,Excellent (95-100),Wheldrake Ward
DERWENT DRIVE,84.49,Fair (75-89),Wheldrake Ward
DERWENT PARK,56.30,Poor (<75),Wheldrake Ward
DOVECOT CLOSE,88.31,Fair (75-89),Wheldrake Ward
DOVECOTE GARTH,64.83,Poor (<75),Wheldrake Ward
ELVINGTON LANE,71.46,Poor (<75),Wheldrake Ward
ELVINGTON PARK,81.92,Fair (75-89),Wheldrake Ward
FERRY FARM CLOSE,68.16,Poor (<75),Wheldrake Ward
FRONT STREET,38.90,Poor (<75),Wheldrake Ward
GREENGALES COURT,8.72,Poor (<75),Wheldrake Ward
GREENGALES LANE,93.00,Good (90-94),Wheldrake Ward
HALIFAX WAY,91.17,Good (90-94),Wheldrake Ward
HALL CLOSE,90.72,Good (90-94),Wheldrake Ward
HARCOURT CLOSE,66.66,Poor (<75),Wheldrake Ward
HILLGARTH COURT,91.95,Good (90-94),Wheldrake Ward
HOWDEN LANE,47.24,Poor (<75),Wheldrake Ward
HUNTER DRIVE,98.24,Excellent (95-100),Wheldrake Ward
JUBILEE COURT,98.22,Excellent (95-100),Wheldrake Ward
KITTY GARTH,93.53,Good (90-94),Wheldrake Ward
LINGCROFT LANE TO CROCKEY HILL,95.45,Excellent (95-100),Wheldrake Ward
LORRAINE AVENUE,91.40,Good (90-94),Wheldrake Ward
LOW WELL PARK,97.17,Excellent (95-100),Wheldrake Ward
MAIN STREET,39.74,Poor (<75),Wheldrake Ward
MAIN STREET,81.33,Fair (75-89),Wheldrake Ward
MAIN STREET,69.09,Poor (<75),Wheldrake Ward
MAIN STREET,71.05,Poor (<75),Wheldrake Ward
MAYPOLE GROVE,4.29,Poor (<75),Wheldrake Ward
MOOR LANE,65.06,Poor (<75),Wheldrake Ward
NABURN LANE,86.66,Fair (75-89),Wheldrake Ward
NABURN LANE,72.14,Poor (<75),Wheldrake Ward
NORTH LANE,55.50,Poor (<75),Wheldrake Ward
PALMES CLOSE,56.60,Poor (<75),Wheldrake Ward
RAKER CLOSE,94.06,Good (90-94),Wheldrake Ward
RIVERSIDE CLOSE,99.75,Excellent (95-100),Wheldrake Ward
RIVERSIDE GARDENS,98.19,Excellent (95-100),Wheldrake Ward
SELBY ROAD TO LINGCROFT LANE,99.44,Excellent (95-100),Wheldrake Ward
ST HELENS RISE,75.50,Fair (75-89),Wheldrake Ward
ST MATTHEWS CLOSE,22.00,Poor (<75),Wheldrake Ward
SWAN FARM COURT,94.83,Good (90-94),Wheldrake Ward
THE CONIFERS,91.95,Good (90-94),Wheldrake Ward
THE CRANBROOKS,50.75,Poor (<75),Wheldrake Ward
THE PADDOCKS,97.88,Excellent (95-100),Wheldrake Ward
THE RUDDINGS,98.28,Excellent (95-100),Wheldrake Ward
VALLEY VIEW,53.51,Poor (<75),Wheldrake Ward
VICARAGE LANE,26.68,Poor (<75),Wheldrake Ward
WALKER LANE,45.88,Poor (<75),Wheldrake Ward
WHELDRAKE LANE,87.90,Fair (75-89),Wheldrake Ward
WHELDRAKE LANE,40.19,Poor (<75),Wheldrake Ward
WHELDRAKE LANE,82.44,Fair (75-89),Wheldrake Ward
WHITE HOUSE GROVE,73.73,Poor (<75),Wheldrake Ward
WHITLEY ROAD,65.74,Poor (<75),Wheldrake Ward
YORK ROAD,70.09,Poor (<75),Wheldrake Ward
YORK ROAD,96.99,Excellent (95-100),Wheldrake Ward
YORK ROAD,96.56,Excellent (95-100),Wheldrake Ward
